EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-10.795,-4.243,-11.125,-3.733,-5.629,-11.319,-6.392,-3.302,-0.060,0.944,-0.356,0.671,-1.007,2.380,73.333,217756.000,1.000
-17.906,-8.304,-17.308,-10.551,-10.759,-14.948,-12.268,-9.216,-0.061,0.940,-0.357,0.458,-0.916,2.411,73.333,217757.000,1.000
-22.738,-11.248,-22.011,-15.029,-13.795,-15.276,-15.279,-12.235,-0.061,0.938,-0.357,0.427,-0.824,2.411,73.333,217758.000,1.000
-24.478,-13.174,-24.683,-16.749,-14.933,-13.739,-15.780,-12.709,-0.060,0.940,-0.358,0.305,-0.763,2.441,73.333,217759.000,1.000
-23.671,-14.860,-25.791,-16.500,-15.345,-12.719,-15.370,-12.256,-0.061,0.942,-0.358,0.183,-0.702,2.380,73.333,217760.000,1.000
-21.011,-16.382,-25.530,-14.932,-15.535,-13.123,-14.966,-11.921,-0.061,0.941,-0.354,0.092,-0.732,2.441,73.333,217761.000,1.000
-16.507,-16.593,-23.201,-11.850,-14.666,-13.711,-14.002,-11.296,-0.060,0.942,-0.356,0.000,-0.641,2.380,73.333,217762.000,1.000
-10.061,-14.164,-18.110,-6.930,-11.637,-12.594,-11.605,-9.477,-0.058,0.942,-0.358,-0.244,-0.610,2.380,73.333,217763.000,1.000
-2.722,-9.117,-11.042,-1.094,-6.717,-9.252,-8.232,-6.603,-0.058,0.939,-0.360,-0.214,-0.458,2.441,73.333,217764.000,1.000
3.238,-3.089,-4.362,3.547,-1.752,-5.119,-5.610,-4.051,-0.061,0.939,-0.364,-0.305,-0.458,2.350,73.333,217765.000,1.000
5.603,1.716,-0.552,5.231,1.115,-2.560,-5.327,-3.340,-0.063,0.937,-0.363,-0.336,-0.336,2.258,73.333,217766.000,1.000
3.473,3.704,-0.768,3.732,0.850,-3.152,-7.636,-4.984,-0.062,0.935,-0.363,-0.275,-0.305,2.289,73.333,217767.000,1.000
-2.230,2.685,-4.325,0.410,-1.894,-6.415,-11.201,-8.051,-0.061,0.935,-0.364,-0.183,-0.275,2.167,73.333,217768.000,1.000
-9.382,-0.242,-9.432,-2.885,-5.527,-10.488,-14.173,-11.016,-0.062,0.934,-0.363,-0.092,-0.366,2.167,73.333,217769.000,1.000
-15.775,-3.504,-14.447,-5.187,-8.789,-13.835,-15.638,-13.118,-0.063,0.932,-0.361,-0.122,-0.336,2.167,73.333,217770.000,1.000
-19.795,-5.753,-18.436,-6.731,-11.125,-15.756,-15.825,-14.525,-0.063,0.931,-0.362,0.092,-0.427,2.136,73.333,217771.000,1.000
-20.766,-6.315,-21.051,-8.206,-12.391,-16.034,-15.324,-15.535,-0.062,0.929,-0.359,0.214,-0.458,2.167,73.333,217772.000,1.000
-18.883,-5.250,-22.164,-9.845,-12.494,-14.721,-14.427,-16.028,-0.062,0.929,-0.362,0.427,-0.427,2.167,73.333,217773.000,1.000
-14.909,-3.119,-21.641,-11.265,-11.327,-12.087,-13.046,-15.616,-0.060,0.929,-0.362,0.641,-0.458,2.167,73.333,217774.000,1.000
-10.225,-0.914,-19.766,-12.247,-9.208,-8.710,-11.197,-14.267,-0.061,0.932,-0.364,0.885,-0.427,2.045,73.333,217775.000,1.000
-6.495,0.328,-17.272,-12.969,-6.932,-5.477,-9.268,-12.430,-0.062,0.934,-0.362,0.916,-0.488,1.984,73.333,217776.000,1.000
