EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
8.213,3.928,10.691,-0.975,1.926,-2.368,-7.443,-8.320,-0.069,0.958,-0.307,0.275,-1.160,0.885,73.333,15622.000,1.000
9.966,8.301,13.303,1.033,4.351,-1.905,-6.004,-6.962,-0.071,0.959,-0.303,0.275,-1.129,0.763,73.333,15623.000,1.000
11.373,11.424,15.574,4.106,6.830,-1.310,-3.698,-4.051,-0.071,0.960,-0.305,0.214,-1.160,0.671,73.333,15624.000,1.000
11.620,12.586,16.682,7.140,8.659,-0.380,-1.369,-0.856,-0.070,0.961,-0.304,0.153,-1.007,0.610,73.333,15625.000,1.000
10.501,12.161,16.434,9.322,9.578,1.268,0.354,1.524,-0.070,0.960,-0.303,0.214,-0.854,0.519,73.333,15626.000,1.000
8.518,10.998,15.230,10.320,9.579,3.522,1.186,2.519,-0.071,0.963,-0.303,0.183,-0.641,0.519,73.333,15627.000,1.000
6.654,9.721,13.667,10.168,8.617,5.280,1.040,2.120,-0.072,0.963,-0.309,0.214,-0.671,0.397,73.333,15628.000,1.000
5.410,8.042,11.766,8.687,6.334,4.936,-0.343,0.431,-0.072,0.963,-0.308,0.092,-0.549,0.275,73.333,15629.000,1.000
4.511,5.194,9.179,5.660,2.536,1.718,-3.105,-2.300,-0.073,0.962,-0.305,-0.092,-0.488,0.153,73.333,15630.000,1.000
3.781,1.401,6.323,1.741,-1.924,-3.340,-6.447,-5.181,-0.073,0.959,-0.305,-0.122,-0.427,0.092,73.333,15631.000,1.000
3.621,-1.767,4.532,-1.663,-5.296,-7.756,-8.681,-6.854,-0.073,0.958,-0.305,-0.031,-0.336,0.092,73.333,15632.000,1.000
4.432,-2.780,4.760,-3.680,-6.256,-9.193,-8.394,-6.425,-0.075,0.959,-0.306,-0.031,-0.397,0.031,73.333,15633.000,1.000
5.909,-1.575,6.444,-4.773,-5.007,-7.185,-5.580,-4.149,-0.077,0.959,-0.306,0.000,-0.214,0.000,73.333,15634.000,1.000
7.132,0.433,7.837,-6.219,-3.058,-3.460,-1.684,-1.244,-0.080,0.958,-0.305,-0.031,-0.275,0.000,73.333,15635.000,1.000
7.317,1.580,7.495,-8.776,-1.912,-0.412,1.498,1.019,-0.079,0.955,-0.304,0.031,-0.214,-0.092,73.333,15636.000,1.000
6.382,1.054,5.381,-11.749,-1.926,0.823,3.112,2.213,-0.081,0.956,-0.306,0.061,-0.183,0.000,73.333,15637.000,1.000
4.853,-0.910,2.726,-13.305,-2.284,0.823,3.569,2.855,-0.080,0.959,-0.306,0.122,-0.153,0.153,73.333,15638.000,1.000
3.491,-3.301,1.149,-11.778,-1.814,0.800,3.773,3.723,-0.082,0.958,-0.305,0.214,-0.305,0.122,73.333,15639.000,1.000
3.131,-4.550,1.874,-6.773,0.274,1.627,4.391,5.241,-0.082,0.959,-0.304,0.122,-0.366,0.214,73.333,15640.000,1.000
4.593,-3.041,5.373,0.776,4.171,3.809,5.784,7.402,-0.080,0.957,-0.302,0.214,-0.427,0.244,73.333,15641.000,1.000
8.013,1.658,10.989,8.994,9.217,7.293,7.850,9.697,-0.081,0.958,-0.306,0.214,-0.519,0.305,73.333,15642.000,1.000
12.151,7.852,16.740,15.278,13.658,10.819,9.637,11.020,-0.082,0.959,-0.303,0.214,-0.549,0.397,73.333,15643.000,1.000
14.823,12.413,20.042,17.062,15.242,12.162,9.649,10.117,-0.082,0.962,-0.304,0.275,-0.702,0.427,73.333,15644.000,1.000
14.328,12.896,19.175,13.306,12.624,9.644,6.904,6.415,-0.080,0.959,-0.300,0.275,-0.763,0.488,73.333,15645.000,1.000
10.716,9.306,14.407,5.370,6.454,3.659,1.887,0.667,-0.081,0.961,-0.302,0.305,-0.732,0.702,73.333,15646.000,1.000
5.819,3.840,7.862,-3.685,-0.837,-3.146,-3.416,-5.129,-0.083,0.959,-0.304,0.427,-0.763,0.763,73.333,15647.000,1.000
1.938,-0.888,2.222,-10.658,-6.406,-7.412,-6.653,-8.745,-0.082,0.959,-0.303,0.366,-0.916,0.824,73.333,15648.000,1.000
0.317,-3.351,-0.814,-13.700,-8.596,-7.334,-6.682,-9.153,-0.081,0.958,-0.305,0.458,-1.038,0.793,73.333,15649.000,1.000
0.503,-3.545,-1.347,-13.154,-7.703,-3.666,-4.265,-7.231,-0.082,0.959,-0.305,0.336,-0.885,0.885,73.333,15650.000,1.000
0.968,-2.465,-0.779,-11.039,-5.384,1.309,-1.276,-5.036,-0.080,0.959,-0.305,0.336,-0.977,0.885,73.333,15651.000,1.000
0.376,-1.196,-0.478,-9.362,-3.308,5.270,0.705,-4.141,-0.079,0.960,-0.301,0.336,-1.007,0.824,73.333,15652.000,1.000
