EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
11.528,11.454,7.858,13.828,9.896,14.668,11.714,14.591,-0.089,0.974,-0.248,1.160,-0.366,0.946,60.000,26986.000,1.000
10.496,12.102,7.781,12.368,10.547,16.348,11.489,15.046,-0.086,0.975,-0.243,1.160,-0.427,0.824,60.000,26987.000,1.000
10.533,13.022,8.853,12.254,11.490,17.230,12.006,15.657,-0.085,0.977,-0.244,1.038,-0.427,0.885,60.000,26988.000,1.000
12.033,14.632,11.391,14.125,12.581,16.911,13.572,16.252,-0.086,0.979,-0.243,0.946,-0.458,0.763,60.000,26989.000,1.000
12.985,15.159,12.929,15.362,12.606,15.121,14.175,15.780,-0.086,0.982,-0.242,0.885,-0.519,0.671,60.000,26990.000,1.000
12.016,13.400,11.657,13.824,11.012,12.454,12.359,13.682,-0.085,0.983,-0.244,0.763,-0.488,0.610,60.000,26991.000,1.000
10.874,11.026,9.342,11.115,9.055,10.309,9.643,10.911,-0.082,0.985,-0.245,0.580,-0.397,0.763,60.000,26992.000,1.000
12.719,10.945,9.543,10.740,8.577,9.767,8.862,9.040,-0.082,0.986,-0.242,0.458,-0.458,0.854,60.000,26993.000,1.000
18.247,13.751,13.254,13.568,9.886,10.604,10.546,8.669,-0.082,0.988,-0.242,0.183,-0.519,0.946,60.000,26994.000,1.000
24.783,17.061,17.765,16.771,11.569,11.745,12.317,9.187,-0.082,0.991,-0.244,0.031,-0.580,0.977,60.000,26995.000,1.000
29.393,18.541,20.138,17.550,12.368,12.580,12.131,9.827,-0.085,0.994,-0.243,-0.183,-0.488,1.007,60.000,26996.000,1.000
31.866,18.588,20.589,16.472,12.565,13.430,10.884,10.425,-0.084,0.993,-0.242,-0.488,-0.488,0.977,60.000,26997.000,1.000
33.938,19.289,21.497,16.136,13.265,14.758,11.061,11.183,-0.083,0.992,-0.243,-0.854,-0.519,1.007,60.000,26998.000,1.000
36.218,21.206,23.659,17.294,14.730,16.373,13.368,12.068,-0.082,0.987,-0.243,-0.977,-0.488,1.007,60.000,26999.000,1.000
37.048,22.282,24.912,17.720,15.854,17.551,15.691,12.602,-0.081,0.983,-0.243,-1.251,-0.519,0.977,60.000,27000.000,1.000
34.775,20.275,22.893,15.323,15.349,17.586,15.535,12.278,-0.082,0.977,-0.242,-1.434,-0.549,0.977,60.000,27001.000,1.000
30.217,15.435,18.097,11.208,13.052,15.952,12.684,11.076,-0.081,0.974,-0.240,-1.343,-0.458,0.977,60.000,27002.000,1.000
25.836,9.944,13.142,8.450,9.771,12.286,8.834,9.410,-0.080,0.970,-0.242,-1.312,-0.366,1.038,60.000,27003.000,1.000
22.754,5.189,9.435,8.159,6.156,6.703,5.124,7.504,-0.080,0.969,-0.245,-1.099,-0.305,0.916,60.000,27004.000,1.000
19.796,0.779,6.009,8.299,2.378,0.336,1.210,5.252,-0.078,0.968,-0.242,-1.007,-0.244,1.007,60.000,27005.000,1.000
15.869,-3.497,2.013,6.902,-0.969,-4.643,-2.863,2.886,-0.079,0.969,-0.238,-0.793,-0.244,1.007,60.000,27006.000,1.000
12.185,-5.959,-0.947,5.096,-2.459,-6.130,-5.161,1.309,-0.080,0.969,-0.236,-0.763,-0.214,1.068,60.000,27007.000,1.000
11.011,-4.487,-0.300,5.624,-1.013,-3.688,-3.541,1.366,-0.078,0.969,-0.238,-0.610,-0.214,0.977,60.000,27008.000,1.000
12.531,0.524,3.905,8.839,2.642,0.962,1.364,2.907,-0.079,0.970,-0.238,-0.610,-0.061,0.977,60.000,27009.000,1.000
14.126,5.746,8.205,11.703,6.238,5.253,6.033,4.813,-0.079,0.970,-0.236,-0.366,-0.092,0.946,60.000,27010.000,1.000
13.272,8.078,9.245,11.319,7.966,7.656,7.484,6.046,-0.079,0.970,-0.236,-0.244,0.031,0.946,60.000,27011.000,1.000
10.401,7.598,7.316,8.364,7.871,8.256,6.146,6.409,-0.080,0.970,-0.239,-0.031,0.092,0.916,60.000,27012.000,1.000
8.004,6.600,5.352,5.889,7.036,7.681,4.584,6.205,-0.080,0.972,-0.238,0.122,0.153,0.793,60.000,27013.000,1.000
7.346,6.245,4.975,5.301,5.932,6.154,3.984,5.566,-0.079,0.976,-0.236,0.214,0.214,0.763,60.000,27014.000,1.000
7.203,5.345,4.839,4.890,4.083,3.757,3.002,4.365,-0.078,0.975,-0.236,0.397,0.061,0.702,60.000,27015.000,1.000
6.077,2.536,3.087,2.586,1.110,0.931,0.063,2.609,-0.076,0.974,-0.237,0.427,0.092,0.702,60.000,27016.000,1.000
4.760,-1.317,0.339,-0.957,-2.358,-1.631,-4.139,0.611,-0.078,0.974,-0.239,0.549,0.122,0.641,60.000,27017.000,1.000
5.764,-3.695,-0.808,-3.066,-4.985,-3.327,-7.101,-1.221,-0.078,0.971,-0.240,0.671,0.244,0.610,60.000,27018.000,1.000
10.186,-3.283,0.912,-2.569,-5.939,-3.850,-7.334,-2.679,-0.079,0.972,-0.243,0.793,0.275,0.549,60.000,27019.000,1.000
16.083,-1.430,3.722,-1.362,-5.636,-3.296,-5.927,-3.851,-0.080,0.976,-0.242,0.946,0.275,0.488,60.000,27020.000,1.000
20.581,-0.289,5.086,-1.760,-5.005,-2.047,-4.785,-4.778,-0.078,0.977,-0.240,0.977,0.305,0.458,60.000,27021.000,1.000
22.876,-0.142,4.908,-3.235,-4.192,-0.440,-3.960,-5.028,-0.079,0.980,-0.241,1.007,0.244,0.397,60.000,27022.000,1.000
24.197,0.500,5.269,-3.129,-2.545,1.333,-1.862,-4.001,-0.083,0.981,-0.240,1.129,0.153,0.366,60.000,27023.000,1.000
25.198,2.370,7.160,-0.366,0.131,3.013,1.993,-1.703,-0.082,0.981,-0.242,1.190,0.153,0.336,60.000,27024.000,1.000
24.687,4.152,8.868,2.998,2.924,4.248,5.693,1.124,-0.083,0.982,-0.244,1.038,0.214,0.244,60.000,27025.000,1.000
21.497,4.300,8.291,4.475,4.768,4.954,7.099,3.682,-0.083,0.982,-0.242,1.007,0.153,0.214,60.000,27026.000,1.000
16.812,3.431,5.992,4.374,5.685,5.604,6.543,5.742,-0.082,0.981,-0.237,1.038,0.092,0.153,60.000,27027.000,1.000
13.520,3.816,4.705,5.154,6.619,6.899,6.360,7.530,-0.081,0.978,-0.239,0.946,0.092,0.092,60.000,27028.000,1.000
